name;openinggross;theathers;tconst;titleType;originalTitle;isAdult;startYear;runtimeMinutes;genres;director_identifier;primaryName;primaryProfession;knownForTitles
Ride Along;$41,516,170;2,663;tt1408253;movie;Ride Along;FALSE;2014;99;Action,Comedy,Crime;nm1103162;Tim Story;director,producer,actor;tt0120667,tt0303714,tt1621045,tt0316732
Grown Ups 2;$41,508,572;3,491;tt2191701;movie;Grown Ups 2;FALSE;2013;101;Comedy;nm0240797;Dennis Dugan;actor,director,producer;tt0116483,tt0960144,tt0142342,tt0077070
The Perfect Storm;$41,325,042;3,407;tt0177971;movie;The Perfect Storm;FALSE;2000;130;Action,Adventure,Drama;nm0000583;Wolfgang Petersen;director,producer,writer;tt0114069,tt0089092,tt0088323,tt0082096
Kung Fu Panda 3;$41,282,042;3,955;tt2267968;movie;Kung Fu Panda 3;FALSE;2016;95;Action,Adventure,Animation;nm1868917,nm0950775;NA;NA;NA
The Vow;$41,202,458;2,958;tt0006235;movie;The Vow;FALSE;1915;NA;Drama;nm0853193;Stanner E.V. Taylor;writer,director,producer;tt0004356,tt0157746,tt0004225,tt0013399
Deep Impact;$41,152,375;3,156;tt0120647;movie;Deep Impact;FALSE;1998;120;Action,Drama,Sci-Fi;nm0001460;Mimi Leder;producer,director,script_department;tt7203552,tt0119874,tt4669788,tt0120647
Once Upon a Time in Hollywood;$41,082,018;3,659;tt7131622;movie;Once Upon a Time in... Hollywood;FALSE;2019;161;Comedy,Drama;nm0000233;Quentin Tarantino;writer,actor,producer;tt0110912,tt7131622,tt0116367,tt0105236
Shutter Island;$41,062,440;2,991;tt1130884;movie;Shutter Island;FALSE;2010;138;Mystery,Thriller;nm0000217;Martin Scorsese;producer,director,actor;tt0075314,tt0070379,tt0106226,tt0099685
Twister;$41,059,405;2,414;tt0096321;movie;Twister;FALSE;1989;93;Comedy,Drama;nm0021899;Michael Almereyda;director,writer,producer;tt5259822,tt0103706,tt3726704,tt4978710
Independence Day: Resurgence;$41,039,944;4,130;tt1628841;movie;Independence Day: Resurgence;FALSE;2016;120;Action,Adventure,Sci-Fi;nm0000386;Roland Emmerich;writer,producer,director;tt0116629,tt1628841,tt0120685,tt0319262
Madea Goes to Jail;$41,030,947;2,032;tt1142800;movie;Madea Goes to Jail;FALSE;2009;103;Comedy,Crime,Drama;nm1347153;Tyler Perry;writer,director,producer;tt0422093,tt0455612,tt1142800,tt2267998
Dune;$41,011,174;4,125;tt0087182;movie;Dune;FALSE;1984;137;Action,Adventure,Sci-Fi;nm0000186;David Lynch;writer,director,producer;tt0105665,tt0098936,tt0460829,tt0166924
Casino Royale;$40,833,156;3,434;tt0061452;movie;Casino Royale;FALSE;1967;131;Comedy;nm0663577,nm0569825,nm0346436,nm0400731,nm0001379,nm0848234;NA;NA;NA
Paranormal Activity 2;$40,678,424;3,216;tt1536044;movie;Paranormal Activity 2;FALSE;2010;91;Horror,Mystery;nm0931095;Tod Williams;director,writer,actor;tt0168449,tt0348593,tt0775440,tt1536044
Friday the 13th;$40,570,365;3,105;tt0006703;movie;Friday the 13th;FALSE;1916;50;Drama;nm0154352;Emile Chautard;director,actor,writer;tt0023458,tt0143092,tt0008255,tt0010499
Grown Ups;$40,506,562;3,534;tt1375670;movie;Grown Ups;FALSE;2010;102;Comedy;nm0240797;Dennis Dugan;actor,director,producer;tt0116483,tt0960144,tt0142342,tt0077070
G.I. Joe: Retaliation;$40,501,814;3,719;tt1583421;movie;G.I. Joe: Retaliation;FALSE;2013;110;Action,Adventure,Sci-Fi;nm0160840;Jon M. Chu;producer,writer,director;tt1583421,tt1023481,tt1702443,tt3110958
Batman;$40,489,746;2,194;tt0035665;movie;Batman;FALSE;1943;260;Action,Crime,Family;nm0385171;Lambert Hillyer;director,writer,assistant_director;tt0035665,tt0018548,tt0026443,tt0029597
The Mummy: Tomb of the Dragon Emperor;$40,457,770;3,760;tt0859163;movie;The Mummy: Tomb of the Dragon Emperor;FALSE;2008;112;Action,Adventure,Fantasy;nm0003418;Rob Cohen;producer,director,actor;tt0295701,tt0382992,tt0106770,tt0116136
The Conjuring 2;$40,406,314;3,343;tt3065204;movie;The Conjuring 2;FALSE;2016;134;Horror,Mystery,Thriller;nm1490123;James Wan;producer,writer,director;tt1477834,tt2820852,tt0387564,tt3065204
Glass;$40,328,920;3,841;tt0125769;movie;Glass;FALSE;1989;93;Thriller;nm0447960;Chris Kennedy;director,writer,producer;tt0119002,tt0108331,tt0125769,tt0374021
The Last Airbender;$40,325,019;3,169;tt0938283;movie;The Last Airbender;FALSE;2010;103;Action,Adventure,Family;nm0796117;M. Night Shyamalan;producer,director,writer;tt0286106,tt0167404,tt0452637,tt0368447
Daredevil;$40,310,419;3,471;tt0287978;movie;Daredevil;FALSE;2003;103;Action,Crime;nm0425756;Mark Steven Johnson;writer,director,producer;tt0107050,tt4575576,tt11100856,tt6032328
Power Rangers;$40,300,288;3,693;tt3717490;movie;Power Rangers;FALSE;2017;124;Action,Adventure,Fantasy;nm2410311;Dean Israelite;director,producer,writer;tt11947264,tt1391559,tt3717490,tt2436386
Insidious: Chapter 2;$40,272,103;3,049;tt2226417;movie;Insidious: Chapter 2;FALSE;2013;106;Horror,Mystery,Thriller;nm1490123;James Wan;producer,writer,director;tt1477834,tt2820852,tt0387564,tt3065204
Scary Movie 4;$40,222,875;3,602;tt0362120;movie;Scary Movie 4;FALSE;2006;83;Comedy;nm0001878;David Zucker;writer,producer,director;tt0102510,tt0095705,tt0080339,tt0362120
Safe House;$40,172,720;3,119;tt0120051;movie;Safe House;FALSE;1998;112;Drama,Thriller;nm0821451;Eric Steven Stahl;writer,director,producer;tt0101874,tt0120051,tt0489085,tt2390245
Charlie's Angels;$40,128,550;3,037;tt0160127;movie;Charlie's Angels;FALSE;2000;98;Action,Adventure,Comedy;nm0629334;McG;producer,miscellaneous,director;tt11024272,tt0438488,tt0160127,tt0305357
The Fast and the Furious;$40,089,015;2,628;tt0046969;movie;The Fast and the Furious;FALSE;1954;73;Crime,Drama,Film-Noir;nm0409869,nm0760170;NA;NA;NA
Cloverfield;$40,058,229;3,411;tt1060277;movie;Cloverfield;FALSE;2008;85;Action,Adventure,Horror;nm0716257;Matt Reeves;producer,writer,director;tt1228987,tt3450958,tt1877830,tt2103281
Halloween Ends;$40,050,355;3,901;tt10665342;movie;Halloween Ends;FALSE;2022;111;Horror,Thriller;nm0337773;David Gordon Green;producer,director,writer;tt1502407,tt2382396,tt10665338,tt2195548
Chicken Little;$40,049,778;3,654;tt0371606;movie;Chicken Little;FALSE;2005;81;Adventure,Animation,Comedy;nm0227540;Mark Dindal;visual_effects,art_department,writer;tt0371606,tt0118829,tt0120917,tt0102803
Click;$40,011,365;3,749;tt0293038;movie;Click;FALSE;2001;NA;Comedy,Family,Romance;nm1037438;Scotty Dugan;miscellaneous,actor,producer;tt0293038,tt0404034,tt1655587,tt0790682
Split;$40,010,975;3,038;tt0098374;movie;Split;FALSE;1989;85;Comedy,Drama,Mystery;nm0789651;Chris Shaw;actor,editor,director;tt0098374,tt0099590,tt1344748,tt0902290
50 First Dates;$39,852,237;3,591;tt0343660;movie;50 First Dates;FALSE;2004;99;Comedy,Drama,Romance;nm0781842;Peter Segal;director,producer,writer;tt8242084,tt2126357,tt0110622,tt0425061
Wild Hogs;$39,699,023;3,287;tt0486946;movie;Wild Hogs;FALSE;2007;100;Action,Adventure,Comedy;nm0065608;Walt Becker;director,producer,writer;tt1684734,tt0976238,tt0283111,tt0486946
Sherlock Holmes: A Game of Shadows;$39,637,079;3,703;tt1515091;movie;Sherlock Holmes: A Game of Shadows;FALSE;2011;129;Action,Adventure,Mystery;nm0005363;Guy Ritchie;writer,director,producer;tt0208092,tt0988045,tt0120735,tt6139732
The Waterboy;$39,414,071;2,664;tt0120484;movie;The Waterboy;FALSE;1998;90;Comedy,Sport;nm0178997;Frank Coraci;director,actor,producer;tt0120888,tt0389860,tt0327437,tt0120484
Rio 2;$39,327,869;3,948;tt2357291;movie;Rio 2;FALSE;2014;101;Adventure,Animation,Comedy;nm0757858;Carlos Saldanha;director,producer,writer;tt2357291,tt0268380,tt1436562,tt0438097
Rio;$39,225,962;3,826;tt0031863;movie;Rio;FALSE;1939;77;Crime,Drama,Romance;nm0103975;John Brahm;director,assistant_director,production_manager;tt0039829,tt0052520,tt0056777,tt0044905
Taken 3;$39,201,657;3,594;tt2446042;movie;Taken 3;FALSE;2014;108;Action,Crime,Thriller;nm0576298;Olivier Megaton;director,writer,assistant_director;tt1657507,tt1129442,tt0178655,tt1397280
The Break-Up;$39,172,785;3,070;tt0164842;movie;Razlom;FALSE;1929;NA;Drama;nm0952646;Lev Zamkovoy;director,writer,actor;tt21822558,tt0164842,tt21374928,tt0049512
The Good Dinosaur;$39,155,217;3,749;tt1979388;movie;The Good Dinosaur;FALSE;2015;93;Adventure,Animation,Comedy;nm0812307;Peter Sohn;actor,animation_department,art_department;tt0382932,tt1453405,tt1979388,tt10298810
Ocean's Twelve;$39,153,380;3,290;tt0349903;movie;Ocean's Twelve;FALSE;2004;125;Crime,Thriller;nm0001752;Steven Soderbergh;producer,director,cinematographer;tt0098724,tt0195685,tt0181865,tt1291580
The Grudge;$39,128,715;3,245;tt0370848;movie;Kineh;FALSE;1954;100;Adventure,Drama;nm1251937;Parviz Khatibi;writer,director,producer;tt0343758,tt0370920,tt0370848,tt0343210
Magic Mike;$39,127,170;2,930;tt1915581;movie;Magic Mike;FALSE;2012;110;Comedy,Drama;nm0001752;Steven Soderbergh;producer,director,cinematographer;tt0098724,tt0195685,tt0181865,tt1291580
Onward;$39,119,861;4,310;tt7146812;movie;Onward;FALSE;2020;102;Action,Adventure,Animation;nm0768959;Dan Scanlon;miscellaneous,producer,art_department;tt1437330,tt7146812,tt1453405,tt1217209
The Heat;$39,115,043;3,181;tt11067026;movie;La Calor;FALSE;2020;67;Comedy,Drama,Romance;nm7446519;Martin Liji;producer,director,actor;tt5861242,tt5861216,tt1594463,tt11067026
Kingsman: The Golden Circle;$39,023,010;4,003;tt4649466;movie;Kingsman: The Golden Circle;FALSE;2017;141;Action,Adventure,Comedy;nm0891216;Matthew Vaughn;producer,director,writer;tt1250777,tt2802144,tt1270798,tt0375912
Morbius;$39,005,895;4,268;tt5108870;movie;Morbius;FALSE;2022;104;Action,Adventure,Horror;nm1174251;Daniel Espinosa;director,producer,writer;tt5108870,tt1291652,tt1599348,tt5442430
Dinosaur;$38,854,851;3,257;tt0130623;movie;Dinosaur;FALSE;2000;82;Adventure,Animation,Drama;nm0500343,nm0957798;NA;NA;NA
Daddy's Home;$38,740,203;3,271;tt1528854;movie;Daddy's Home;FALSE;2015;96;Comedy,Family;nm1890845;Sean Anders;writer,director,producer;tt1232200,tt7401588,tt5657846,tt10999120
Get Smart;$38,683,480;3,911;tt0425061;movie;Get Smart;FALSE;2008;110;Action,Adventure,Comedy;nm0781842;Peter Segal;director,producer,writer;tt8242084,tt2126357,tt0110622,tt0425061
Fifty Shades Freed;$38,560,195;3,768;tt4477536;movie;Fifty Shades Freed;FALSE;2018;105;Drama,Romance,Thriller;nm0001226;James Foley;director,writer,producer;tt0098994,tt1856010,tt0104348,tt0090670
You Don't Mess with the Zohan;$38,531,374;3,462;tt0960144;movie;You Don't Mess with the Zohan;FALSE;2008;113;Action,Comedy;nm0240797;Dennis Dugan;actor,director,producer;tt0116483,tt0960144,tt0142342,tt0077070
The Legend of Tarzan;$38,527,856;3,561;tt0918940;movie;The Legend of Tarzan;FALSE;2016;110;Action,Adventure,Drama;nm0946734;David Yates;director,producer,writer;tt0373889,tt0918940,tt0926084,tt1201607
Over the Hedge;$38,457,003;4,059;tt0327084;movie;Over the Hedge;FALSE;2006;83;Adventure,Animation,Comedy;nm0456732,nm0426333;NA;NA;NA
The Cat in the Hat;$38,329,160;3,464;tt0312528;movie;The Cat in the Hat;FALSE;2003;82;Adventure,Comedy,Family;nm0919514;Bo Welch;production_designer,director,art_director;tt0119654,tt0099487,tt0113670,tt0312528
Alien vs. Predator;$38,291,056;3,395;tt0370263;movie;AVP: Alien vs. Predator;FALSE;2004;101;Action,Adventure,Horror;nm0027271;Paul W.S. Anderson;writer,producer,director;tt1509767,tt0318627,tt0113855,tt0119081
The Angry Birds Movie;$38,155,177;3,932;tt1985949;movie;Angry Birds;FALSE;2016;97;Action,Adventure,Animation;nm0443505,nm0717678;NA;NA;NA
The Bourne Legacy;$38,142,825;3,745;tt1194173;movie;The Bourne Legacy;FALSE;2012;135;Action,Adventure,Thriller;nm0006904;Tony Gilroy;writer,producer,director;tt0465538,tt1135487,tt3748528,tt2872718
Ocean's Eleven;$38,107,822;3,075;tt0054135;movie;Ocean's Eleven;FALSE;1960;127;Comedy,Crime,Music;nm0587277;Lewis Milestone;director,writer,producer;tt0056264,tt0021890,tt0018515,tt0020629
Rango;$38,079,323;3,917;tt0173105;movie;Rango;FALSE;1931;66;Adventure;nm0774325;Ernest B. Schoedsack;director,cinematographer,camera_department;tt0173105,tt0032412,tt0018908,tt0023238
Inglourious Basterds;$38,054,676;3,165;tt0361748;movie;Inglourious Basterds;FALSE;2009;153;Adventure,Drama,War;nm0000233;Quentin Tarantino;writer,actor,producer;tt0110912,tt7131622,tt0116367,tt0105236
Bee Movie;$38,021,044;3,928;tt0389790;movie;Bee Movie;FALSE;2007;91;Adventure,Animation,Comedy;nm0971239,nm9054338;NA;NA;NA
Ace Ventura: When Nature Calls;$37,804,076;2,652;tt0112281;movie;Ace Ventura: When Nature Calls;FALSE;1995;90;Adventure,Comedy,Crime;nm0644203;Steve Oedekerk;writer,producer,actor;tt0315327,tt0414853,tt0240468,tt0112281
Charlie's Angels: Full Throttle;$37,634,221;3,459;tt0305357;movie;Charlie's Angels: Full Throttle;FALSE;2003;106;Action,Adventure,Comedy;nm0629334;McG;producer,miscellaneous,director;tt11024272,tt0438488,tt0160127,tt0305357
Hop;$37,543,710;3,579;tt0298911;movie;Hop;FALSE;2002;106;Comedy,Drama;nm0822012;Dominique Standaert;producer,director,writer;tt0298911,tt0117865,tt0176687,tt1008911
Gone Girl;$37,513,109;3,014;tt2267998;movie;Gone Girl;FALSE;2014;149;Drama,Mystery,Thriller;nm0000399;David Fincher;producer,director,writer;tt0443706,tt2267998,tt1285016,tt0114369
District 9;$37,354,308;3,049;tt1136608;movie;District 9;FALSE;2009;112;Action,Sci-Fi,Thriller;nm0088955;Neill Blomkamp;director,writer,visual_effects;tt1136608,tt1823672,tt1535108,tt13392012
Pacific Rim;$37,285,325;3,275;tt1663662;movie;Pacific Rim;FALSE;2013;131;Action,Adventure,Sci-Fi;nm0868219;Guillermo del Toro;writer,producer,director;tt0457430,tt1488589,tt1663662,tt0167190
Dungeons & Dragons: Honor Among Thieves;$37,205,784;3,855;tt2906216;movie;Dungeons & Dragons: Honor Among Thieves;FALSE;2023;134;Action,Adventure,Comedy;nm0326246,nm0197855;NA;NA;NA
Mr. Deeds;$37,162,787;3,231;tt0280590;movie;Mr. Deeds;FALSE;2002;96;Comedy,Romance;nm0109359;Steven Brill;writer,producer,actor;tt0185431,tt0104868,tt0110006,tt9036126
Annabelle;$37,134,255;3,185;tt3322940;movie;Annabelle;FALSE;2014;99;Horror,Mystery,Thriller;nm0502954;John R. Leonetti;cinematographer,camera_department,director;tt0119707,tt3322940,tt2226417,tt1457767
Air Force One;$37,132,505;2,919;tt0118571;movie;Air Force One;FALSE;1997;124;Action,Drama,Thriller;nm0000583;Wolfgang Petersen;director,producer,writer;tt0114069,tt0089092,tt0088323,tt0082096
S.W.A.T.;$37,062,535;3,202;tt0257076;movie;S.W.A.T.;FALSE;2003;117;Action,Adventure,Crime;nm0424800;Clark Johnson;actor,director,producer;tt0257076,tt0443632,tt5657856,tt0106028
Oblivion;$37,054,485;3,783;tt0110706;movie;Oblivion;FALSE;1994;94;Adventure,Comedy,Crime;nm0006787;Sam Irvin;director,producer,soundtrack;tt0414731,tt0101983,tt0120684,tt0265171
Maleficent: Mistress of Evil;$36,948,713;3,790;tt4777008;movie;Maleficent: Mistress of Evil;FALSE;2019;119;Adventure,Family,Fantasy;nm1461392;Joachim Rønning;director,producer,writer;tt1613750,tt4777008,tt1029235,tt1790809
Red Dragon;$36,540,945;3,357;tt0251518;movie;Kokkinos drakos;FALSE;1998;115;Crime;nm0543647;Manousos Manousakis;director,producer,writer;tt0254127,tt0289598,tt0090031,tt0251518
Cowboys & Aliens;$36,431,290;3,750;tt0409847;movie;Cowboys & Aliens;FALSE;2011;119;Action,Drama,Sci-Fi;nm0269463;Jon Favreau;producer,actor,writer;tt8111088,tt2883512,tt0371746,tt0117802
Freddy vs. Jason;$36,400,000;3,014;tt0329101;movie;Freddy vs. Jason;FALSE;2003;97;Action,Horror;nm0950553;Ronny Yu;director,producer,writer;tt0329101,tt0144120,tt0106342,tt0446059
Interview with the Vampire: The Vampire Chronicles;$36,389,705;2,604;tt0110148;movie;Interview with the Vampire: The Vampire Chronicles;FALSE;1994;123;Drama,Fantasy,Horror;nm0001403;Neil Jordan;writer,producer,director;tt0411195,tt2639336,tt0117039,tt0104036
Marley & Me;$36,357,586;3,480;tt0822832;movie;Marley & Me;FALSE;2008;111;Drama,Family;nm0291205;David Frankel;production_manager,producer,director;tt0185906,tt0458352,tt1196956,tt0096566
21 Jump Street;$36,302,612;3,121;tt1232829;movie;21 Jump Street;FALSE;2012;109;Action,Comedy,Crime;nm0520488,nm0588087;NA;NA;NA
Kingsman: The Secret Service;$36,206,331;3,204;tt2802144;movie;Kingsman: The Secret Service;FALSE;2014;129;Action,Adventure,Comedy;nm0891216;Matthew Vaughn;producer,director,writer;tt1250777,tt2802144,tt1270798,tt0375912
Jumanji: Welcome to the Jungle;$36,169,328;3,765;tt2283362;movie;Jumanji: Welcome to the Jungle;FALSE;2017;119;Action,Adventure,Comedy;nm0440458;Jake Kasdan;producer,director,actor;tt0841046,tt1956620,tt7975244,tt0120906
Alien: Covenant;$36,160,621;3,761;tt2316204;movie;Alien: Covenant;FALSE;2017;122;Horror,Sci-Fi,Thriller;nm0000631;Ridley Scott;producer,director,production_designer;tt0172495,tt0103074,tt0083658,tt3659388
Ocean's Thirteen;$36,133,403;3,565;tt0496806;movie;Ocean's Thirteen;FALSE;2007;122;Crime,Thriller;nm0001752;Steven Soderbergh;producer,director,cinematographer;tt0098724,tt0195685,tt0181865,tt1291580
Dumb and Dumber To;$36,111,775;3,154;tt2096672;movie;Dumb and Dumber To;FALSE;2014;109;Comedy;nm0268380,nm0125803;NA;NA;NA
Armageddon;$36,089,972;3,127;tt0064039;movie;Armageddon;FALSE;1969;NA;Action,Sci-Fi;\N;NA;NA;NA
The Scorpion King;$36,075,875;3,444;tt0277296;movie;The Scorpion King;FALSE;2002;92;Action,Adventure,Fantasy;nm0751080;Chuck Russell;director,producer,writer;tt0277296,tt0093629,tt0110475,tt0116213
Robin Hood;$36,063,385;3,503;tt0003337;movie;Robin Hood;FALSE;1913;NA;Adventure;nm0551375;Theodore Marston;director,writer;tt0007313,tt0410262,tt0003337,tt0290677
Robots;$36,045,301;3,776;tt0358082;movie;Robots;FALSE;2005;91;Adventure,Animation,Comedy;nm0917188,nm0757858;NA;NA;NA
The Equalizer 2;$36,011,640;3,388;tt3766354;movie;The Equalizer 2;FALSE;2018;121;Action,Crime,Thriller;nm0298807;Antoine Fuqua;producer,director,actor;tt0139654,tt0455944,tt1798684,tt2404435
Salt;$36,011,243;3,612;tt0286035;movie;Salt;FALSE;2000;78;\N;nm0994469,nm0994508,nm0994313,nm0503705,nm0994420;NA;NA;NA
Star Wars: Episode IV - A New Hope1997 Special Edition;$35,906,661;2,104;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
10,000 BC;$35,867,488;3,410;tt0443649;movie;10,000 BC;FALSE;2008;109;Action,Adventure,Drama;nm0000386;Roland Emmerich;writer,producer,director;tt0116629,tt1628841,tt0120685,tt0319262
Rampage;$35,753,093;4,101;tt0057447;movie;Rampage;FALSE;1963;98;Adventure,Romance;nm0439597;Phil Karlson;director,assistant_director,writer;tt0060980,tt0051328,tt0056449,tt0053901
Minority Report;$35,677,125;3,001;tt0181689;movie;Minority Report;FALSE;2002;145;Action,Crime,Mystery;nm0000229;Steven Spielberg;producer,writer,director;tt0082971,tt0120815,tt0108052,tt0083866
Sweet Home Alabama;$35,648,740;3,293;tt0256415;movie;Sweet Home Alabama;FALSE;2002;108;Comedy,Romance;nm0855035;Andy Tennant;producer,director,writer;tt0386588,tt0770752,tt0120631,tt0256415
The Smurfs;$35,611,637;3,395;tt0472181;movie;The Smurfs;FALSE;2011;103;Adventure,Animation,Comedy;nm0331532;Raja Gosnell;editor,director,editorial_department;tt0267913,tt0151738,tt0208003,tt0331632
Creed II;$35,574,710;3,441;tt6343314;movie;Creed II;FALSE;2018;130;Action,Drama,Sport;nm4023702;Steven Caple Jr.;director,producer,writer;tt2750600,tt6343314,tt5090568,tt5164412
Battle Los Angeles;$35,573,187;3,417;tt1217613;movie;Battle: Los Angeles;FALSE;2011;116;Action,Adventure,Sci-Fi;nm0509448;Jonathan Liebesman;producer,director,writer;tt0259323,tt1217613,tt1291150,tt0282209
The Other Guys;$35,543,162;3,651;tt1386588;movie;The Other Guys;FALSE;2010;107;Action,Comedy,Crime;nm0570912;Adam McKay;producer,writer,director;tt1596363,tt1386588,tt6266538,tt11286314
Central Intelligence;$35,535,250;3,508;tt1489889;movie;Central Intelligence;FALSE;2016;107;Action,Comedy,Crime;nm1098493;Rawson Marshall Thurber;director,producer,writer;tt1282140,tt5758778,tt7991608,tt0364725
The World Is Not Enough;$35,519,007;3,163;tt0143145;movie;The World Is Not Enough;FALSE;1999;128;Action,Adventure,Thriller;nm0000776;Michael Apted;director,producer,miscellaneous;tt0095243,tt0143145,tt0157583,tt0384766
Super 8;$35,451,168;3,379;tt1650062;movie;Super 8;FALSE;2011;112;Action,Mystery,Sci-Fi;nm0009190;J.J. Abrams;producer,writer,music_department;tt0796366,tt0411008,tt2488496,tt2527338
Spider-Man: Into the Spider-Verse;$35,363,376;3,813;tt4633694;movie;Spider-Man: Into the Spider-Verse;FALSE;2018;117;Action,Adventure,Animation;nm0745247,nm0709056,nm2130108;NA;NA;NA
Teenage Mutant Ninja Turtles: Out of the Shadows;$35,316,382;4,071;tt3949660;movie;Teenage Mutant Ninja Turtles: Out of the Shadows;FALSE;2016;112;Action,Adventure,Comedy;nm1757777;Dave Green;director,camera_department,miscellaneous;tt0413300,tt3949660,tt2183034,tt0316654
