"name","openinggross","theathers","tconst","titleType","originalTitle","isAdult","startYear","runtimeMinutes","genres","nconst","primaryName","primaryProfession","knownForTitles"
"The Twilight Saga: Breaking Dawn - Part 2","$141,067,634",4070,"tt1673434","movie","The Twilight Saga: Breaking Dawn - Part 2",FALSE,2012,115,"Adventure,Drama,Fantasy","nm0174374","Bill Condon","director,writer,producer","tt0120684,tt0299658,tt0362269,tt0443489"
"The Twilight Saga: Breaking Dawn - Part 1","$138,122,261",4061,"tt1324999","movie","The Twilight Saga: Breaking Dawn - Part 1",FALSE,2011,117,"Adventure,Drama,Fantasy","nm0174374","Bill Condon","director,writer,producer","tt0120684,tt0299658,tt0362269,tt0443489"
"Pirates of the Caribbean: Dead Man's Chest","$135,634,554",4133,"tt0383574","movie","Pirates of the Caribbean: Dead Man's Chest",FALSE,2006,151,"Action,Adventure,Fantasy","nm0893659","Gore Verbinski","director,producer,writer","tt1192628,tt0325980,tt4731136,tt1210819"
"Finding Dory","$135,060,273",4305,"tt10065398","tvEpisode","Finding Dory",FALSE,2018,NA,"Documentary,Short","\N",NA,NA,NA
"Avatar: The Way of Water","$134,100,226",4202,"tt1630029","movie","Avatar: The Way of Water",FALSE,2022,192,"Action,Adventure,Fantasy","nm0000116","James Cameron","writer,producer,director","tt1630029,tt0499549,tt0120338,tt0103064"
"The Batman","$134,008,624",4417,"tt0398417","tvSeries","The Batman",FALSE,2004,22,"Action,Adventure,Animation","nm1541845,nm1638871,nm0075331,nm0161125,nm0515005,nm0381817,nm1399631,nm2485136",NA,NA,NA
"Suicide Squad","$133,682,248",4255,"tt0027057","movie","Suicide Squad",FALSE,1935,58,"Action,Drama,Romance","nm1262881","Raymond K. Johnson","director,writer,camera_department","tt0026563,tt0027008,tt0029596,tt0329531"
"Deadpool","$132,434,639",3558,"tt10968038","tvEpisode","Deadpool",FALSE,2016,NA,"Comedy,Talk-Show","nm5803889","Jack Vogt","writer,director,producer","tt3038034,tt10950118,tt9407344,tt26912883"
"Frozen II","$130,263,358",4440,"tt11154288","tvEpisode","Frozen II",FALSE,2019,NA,"Talk-Show","\N",NA,NA,NA
"Iron Man 2","$128,122,480",4380,"tt1228705","movie","Iron Man 2",FALSE,2010,124,"Action,Sci-Fi","nm0269463","Jon Favreau","producer,actor,writer","tt4154796,tt0117802,tt2883512,tt0371746"
"Top Gun: Maverick","$126,707,459",4735,"tt1745960","movie","Top Gun: Maverick",FALSE,2022,130,"Action,Drama","nm2676052","Joseph Kosinski","director,producer,writer","tt1483013,tt3829920,tt1104001,tt1745960"
"Deadpool 2","$125,507,153",4349,"tt11179310","tvEpisode","Deadpool 2",FALSE,2018,NA,"Documentary","\N",NA,NA,NA
"Harry Potter and the Deathly Hallows: Part 1","$125,017,372",4125,"tt0926084","movie","Harry Potter and the Deathly Hallows: Part 1",FALSE,2010,146,"Adventure,Family,Fantasy","nm0946734","David Yates","director,producer,writer","tt1201607,tt0926084,tt0373889,tt0918940"
"It","$123,403,419",4103,"tt0018033","movie","It",FALSE,1927,72,"Comedy,Romance","nm0903049,nm0046082",NA,NA,NA
"Thor: Ragnarok","$122,744,989",4080,"tt13624552","tvEpisode","Thor: Ragnarok",FALSE,2017,17,"Comedy,Talk-Show","\N",NA,NA,NA
"The Hunger Games: Mockingjay - Part 1","$121,897,634",4151,"tt1951265","movie","The Hunger Games: Mockingjay - Part 1",FALSE,2014,123,"Action,Adventure,Sci-Fi","nm1349376","Francis Lawrence","director,producer,camera_department","tt0480249,tt1951264,tt0360486,tt1951265"
"Shrek the Third","$121,629,270",4122,"tt0413267","movie","Shrek the Third",FALSE,2007,93,"Adventure,Animation,Comedy","nm1844237,nm0401203",NA,NA,NA
"Toy Story 4","$120,908,065",4575,"tt10408304","tvEpisode","Toy Story 4",FALSE,2019,NA,"Talk-Show","\N",NA,NA,NA
"Spider-Man: Across the Spider-Verse","$120,663,589",4313,"tt26745455","tvEpisode","Spider-Man: Across the Spider-Verse",FALSE,2023,NA,"Comedy","nm2302136","Max Dionne","director,producer,editor","tt1186370,tt2610260,tt0389790,tt5096802"
"Guardians of the Galaxy Vol. 3","$118,414,021",4450,"tt26625725","tvEpisode","Guardians of the Galaxy Vol. 3",FALSE,2023,NA,"Comedy","nm2302136","Max Dionne","director,producer,editor","tt1186370,tt2610260,tt0389790,tt5096802"
"Spider-Man: Homecoming","$117,027,503",4348,"tt10128930","tvEpisode","Spider-Man: Homecoming",FALSE,2018,NA,"Documentary,Short","\N",NA,NA,NA
"Man of Steel","$116,619,362",4207,"tt0180817","movie","Man van staal",FALSE,1999,85,"Drama,Family,Fantasy","nm0049294","Vincent Bal","writer,director,actor","tt0272326,tt0130514,tt1441083,tt0180817"
"Alice in Wonderland","$116,101,023",3728,"tt0000420","short","Alice in Wonderland",FALSE,1903,9,"Family,Fantasy,Short","nm0832948,nm0378408",NA,NA,NA
"Minions","$115,718,405",4301,"tt11000200","tvEpisode","Minions",FALSE,2019,NA,"Romance","nm10577528","Mandar Kurundkar","director,assistant_director","tt11712598,tt11000008,tt8595766,tt16975352"
"Spider-Man","$114,844,116",3615,"tt0061301","tvSeries","Spider-Man",FALSE,1967,25,"Action,Adventure,Animation","nm0314671,nm0546184,nm0607497,nm0666362,nm0031758,nm0000835,nm0799766",NA,NA,NA
"Pirates of the Caribbean: At World's End","$114,732,820",4362,"tt0449088","movie","Pirates of the Caribbean: At World's End",FALSE,2007,169,"Action,Adventure,Fantasy","nm0893659","Gore Verbinski","director,producer,writer","tt1192628,tt0325980,tt4731136,tt1210819"
"Toy Story 3","$110,307,189",4028,"tt0435761","movie","Toy Story 3",FALSE,2010,103,"Adventure,Animation,Comedy","nm0881279","Lee Unkrich","editorial_department,editor,miscellaneous","tt0120363,tt0435761,tt2380307,tt0198781"
"Transformers: Revenge of the Fallen","$108,966,307",4234,"tt1055369","movie","Transformers: Revenge of the Fallen",FALSE,2009,149,"Action,Adventure,Sci-Fi","nm0000881","Michael Bay","producer,director,actor","tt0117500,tt0120591,tt1055369,tt2109248"
"Star Wars: Episode III - Revenge of the Sith","$108,435,841",3661,"tt0121766","movie","Star Wars: Episode III - Revenge of the Sith",FALSE,2005,140,"Action,Adventure,Fantasy","nm0000184","George Lucas","writer,producer,director","tt0069704,tt0066434,tt0076759,tt0082971"
"Shrek 2","$108,037,878",4163,"tt0298148","movie","Shrek 2",FALSE,2004,93,"Adventure,Animation,Comedy","nm0970447,nm0011470,nm0038432",NA,NA,NA
"Minions: The Rise of Gru","$107,010,140",4391,"tt21742438","tvEpisode","Minions: The Rise of Gru",FALSE,2022,NA,"Comedy","nm2302136","Max Dionne","director,producer,editor","tt1186370,tt2610260,tt0389790,tt5096802"
"Ant-Man and the Wasp: Quantumania","$106,109,650",4345,"tt10954600","movie","Ant-Man and the Wasp: Quantumania",FALSE,2023,124,"Action,Adventure,Comedy","nm0715636","Peyton Reed","director,producer,actor","tt5095030,tt0204946,tt0478970,tt10954600"
"The Secret Life of Pets","$104,352,905",4370,"tt2709768","movie","The Secret Life of Pets",FALSE,2016,87,"Adventure,Animation,Comedy","nm0719208","Chris Renaud","producer,actor,director","tt1323594,tt1482459,tt2293640,tt1690953"
"The Jungle Book","$103,261,464",4028,"tt0034928","movie","Jungle Book",FALSE,1942,108,"Action,Adventure,Family","nm0466113","Zoltan Korda","director,producer,writer","tt0028827,tt0043436,tt0033152,tt0031334"
"Wonder Woman","$103,251,471",4165,"tt0072419","tvMovie","Wonder Woman",FALSE,1974,73,"Fantasy","nm0568546","Vincent McEveety","director,assistant_director,producer","tt0052522,tt0062975,tt0060028,tt0056449"
"X-Men: The Last Stand","$102,750,665",3690,"tt0376994","movie","X-Men: The Last Stand",FALSE,2006,104,"Action,Adventure,Sci-Fi","nm0711840","Brett Ratner","producer,director,music_department","tt0120812,tt0376994,tt1267297,tt0289765"
"Harry Potter and the Goblet of Fire","$102,685,961",3858,"tt0330373","movie","Harry Potter and the Goblet of Fire",FALSE,2005,157,"Adventure,Family,Fantasy","nm0001565","Mike Newell","director,producer,executive","tt0330373,tt0109831,tt0104522,tt0119008"
"The Hunger Games: Mockingjay - Part 2","$102,665,981",4175,"tt1951266","movie","The Hunger Games: Mockingjay - Part 2",FALSE,2015,137,"Action,Adventure,Sci-Fi","nm1349376","Francis Lawrence","director,producer,camera_department","tt0480249,tt1951264,tt0360486,tt1951265"
"Indiana Jones and the Kingdom of the Crystal Skull","$100,137,835",4260,"tt0367882","movie","Indiana Jones and the Kingdom of the Crystal Skull",FALSE,2008,122,"Action,Adventure","nm0000229","Steven Spielberg","producer,writer,director","tt0108052,tt0082971,tt0083866,tt0120815"
"Transformers: Age of Extinction","$100,038,390",4233,"tt13477168","tvEpisode","Transformers: Age of Extinction",FALSE,2017,NA,"Talk-Show","\N",NA,NA,NA
"The Fate of the Furious","$98,786,705",4310,"tt4630562","movie","The Fate of the Furious",FALSE,2017,136,"Action,Crime,Thriller","nm0336620","F. Gary Gray","director,producer,actor","tt0317740,tt0117603,tt0113118,tt0120768"
"Iron Man","$98,618,668",4105,"tt0043678","movie","Iron Man",FALSE,1951,82,"Drama,Film-Noir,Sport","nm0678928","Joseph Pevney","director,actor,producer","tt0060028,tt0051051,tt0050681,tt0042953"
"Transformers: Dark of the Moon","$97,852,865",4088,"tt1399103","movie","Transformers: Dark of the Moon",FALSE,2011,154,"Action,Adventure,Sci-Fi","nm0000881","Michael Bay","producer,director,actor","tt0117500,tt0120591,tt1055369,tt2109248"
"Fast & Furious 6","$97,375,245",3658,"tt1905041","movie","Furious 6",FALSE,2013,130,"Action,Adventure,Crime","nm0510912","Justin Lin","producer,director,writer","tt0280477,tt5433138,tt1905041,tt5433140"
"Joker","$96,202,337",4374,"tt0102166","movie","Joker",FALSE,1991,108,"Comedy,Crime","nm0526265","Sune Lund-Sørensen","director,editor,writer","tt0090038,tt0091550,tt0293232,tt0122618"
"The Little Mermaid","$95,578,040",4320,"tt0070326","movie","Anderusen dôwa ningyo-hime",FALSE,1975,68,"Adventure,Animation,Drama","nm0441540,nm0717452",NA,NA,NA
"Captain America: The Winter Soldier","$95,023,721",3938,"tt12735758","tvEpisode","Captain America: The Winter Soldier",FALSE,2015,NA,"Comedy","\N",NA,NA,NA
"Guardians of the Galaxy","$94,320,883",4080,"tt10622824","tvEpisode","Guardians of the Galaxy",FALSE,2014,NA,"Documentary","nm6343752","Zenith DeGregorio","writer,director,producer","tt3243872,tt10509254,tt10509528,tt2195067"
"Justice League","$93,842,239",4051,"tt0275137","tvSeries","Justice League",FALSE,2001,22,"Action,Adventure,Animation","nm0722713,nm0525665",NA,NA,NA
"Harry Potter and the Prisoner of Azkaban","$93,687,367",3855,"tt0304141","movie","Harry Potter and the Prisoner of Azkaban",FALSE,2004,142,"Adventure,Family,Fantasy","nm0190859","Alfonso Cuarón","producer,writer,director","tt0206634,tt6155172,tt0245574,tt1454468"
"Godzilla","$93,188,384",3952,"tt0047034","movie","Gojira",FALSE,1954,96,"Horror,Sci-Fi","nm0393094","Ishirô Honda","director,writer,assistant_director","tt0047034,tt0120685,tt0089881,tt0831387"
"Spider-Man: Far from Home","$92,579,212",4634,"tt10566818","tvEpisode","Spider-Man: Far from Home",FALSE,2019,NA,"Action,Adventure,Comedy","\N",NA,NA,NA
"The Matrix Reloaded","$91,774,413",3603,"tt0234215","movie","The Matrix Reloaded",FALSE,2003,138,"Action,Sci-Fi","nm0905152,nm0905154",NA,NA,NA
"The Amazing Spider-Man 2","$91,608,337",4324,"tt11929666","tvEpisode","The Amazing Spider-Man 2",FALSE,2020,34,"Comedy","nm3766090","Doug Walker","writer,producer,director","tt2270382,tt1635327,tt1757779,tt1746682"
"Aladdin","$91,500,929",4476,"tt0090601","movie","Superfantagenio",FALSE,1986,96,"Adventure,Comedy,Fantasy","nm0179278","Bruno Corbucci","writer,director,soundtrack","tt0078312,tt0164132,tt0060315,tt0076388"
"It Chapter Two","$91,062,152",4570,"tt10900870","tvEpisode","It Chapter Two",FALSE,2019,NA,"Talk-Show","\N",NA,NA,NA
"X-Men: Days of Future Past","$90,823,660",3996,"tt10959956","tvEpisode","X-Men: Days of Future Past",FALSE,2014,NA,"Comedy,Talk-Show","nm5803889","Jack Vogt","writer,director,producer","tt3038034,tt10950118,tt9407344,tt26912883"
"Inside Out","$90,440,272",3946,"tt0073174","movie","Inside Out",FALSE,1975,97,"Comedy,Crime,Thriller","nm0240439","Peter Duffell","director,writer,assistant_director","tt0762803,tt0062583,tt0054518,tt0089479"
"Harry Potter and the Sorcerer's Stone","$90,294,621",3672,"tt0241527","movie","Harry Potter and the Sorcerer's Stone",FALSE,2001,152,"Adventure,Family,Fantasy","nm0001060","Chris Columbus","producer,writer,director","tt0294870,tt1454029,tt0241527,tt0295297"
"Pirates of the Caribbean: On Stranger Tides","$90,151,958",4155,"tt1298650","movie","Pirates of the Caribbean: On Stranger Tides",FALSE,2011,137,"Action,Adventure,Fantasy","nm0551128","Rob Marshall","director,miscellaneous,producer","tt0299658,tt2180411,tt5028340,tt0875034"
"Venom: Let There Be Carnage","$90,033,210",4225,"tt15559910","tvEpisode","Venom: Let There Be Carnage",FALSE,2021,NA,"Comedy","\N",NA,NA,NA
"Logan","$88,411,916",4071,"tt10172850","tvEpisode","Logan",FALSE,2019,NA,"Comedy","nm0092834","Louis Bolduc","producer,assistant_director,director","tt4132196,tt9293534,tt0395842,tt0313300"
"Skyfall","$88,364,714",3505,"tt1074638","movie","Skyfall",FALSE,2012,143,"Action,Adventure,Thriller","nm0005222","Sam Mendes","producer,director,miscellaneous","tt1074638,tt8579674,tt0959337,tt0257044"
"Harry Potter and the Chamber of Secrets","$88,357,488",3682,"tt0295297","movie","Harry Potter and the Chamber of Secrets",FALSE,2002,161,"Adventure,Family,Fantasy","nm0001060","Chris Columbus","producer,writer,director","tt0294870,tt1454029,tt0241527,tt0295297"
"Spider-Man 2","$88,156,227",4152,"tt0316654","movie","Spider-Man 2",FALSE,2004,127,"Action,Adventure,Sci-Fi","nm0000600","Sam Raimi","producer,writer,actor","tt0083907,tt0106308,tt0145487,tt0099365"
"Fast Five","$86,198,765",3644,"tt1596343","movie","Fast Five",FALSE,2011,130,"Action,Crime,Thriller","nm0510912","Justin Lin","producer,director,writer","tt0280477,tt5433138,tt1905041,tt5433140"
"The Hangover Part II","$85,946,294",3615,"tt1411697","movie","The Hangover Part II",FALSE,2011,102,"Comedy","nm0680846","Todd Phillips","producer,director,writer","tt1231583,tt0302886,tt7286456,tt0215129"
"Thor: The Dark World","$85,737,841",3841,"tt15108952","tvEpisode","Thor: The Dark World",FALSE,2021,NA,"Comedy","\N",NA,NA,NA
"X2","$85,558,731",3741,"tt0290334","movie","X2",FALSE,2003,134,"Action,Sci-Fi,Thriller","nm0001741","Bryan Singer","producer,director,actor","tt0114814,tt0120903,tt0348150,tt1877832"
"Fifty Shades of Grey","$85,171,450",3646,"tt11799088","tvEpisode","Fifty Shades of Grey",FALSE,2015,NA,"Talk-Show","nm6023997","Jeremy Jahns","writer,producer,director","tt21027596,tt7017872,tt4518412,tt10510240"
"Doctor Strange","$85,058,311",3882,"tt0910865","video","Doctor Strange",FALSE,2007,76,"Action,Animation,Fantasy","nm0033773,nm0780922,nm0667469",NA,NA,NA
"X-Men Origins: Wolverine","$85,058,003",4099,"tt0458525","movie","X-Men Origins: Wolverine",FALSE,2009,107,"Action,Sci-Fi","nm0004303","Gavin Hood","actor,director,producer","tt2057392,tt5431890,tt0468565,tt0178860"
"The Hobbit: An Unexpected Journey","$84,617,303",4045,"tt0903624","movie","The Hobbit: An Unexpected Journey",FALSE,2012,169,"Adventure,Fantasy","nm0001392","Peter Jackson","producer,director,writer","tt0167261,tt0092610,tt0120737,tt0167260"
"Solo: A Star Wars Story","$84,420,489",4381,"tt10961118","tvEpisode","Solo: A Star Wars Story",FALSE,2018,NA,"Comedy,Talk-Show","nm5803889","Jack Vogt","writer,director,producer","tt3038034,tt10950118,tt9407344,tt26912883"
"The Passion of the Christ","$83,848,082",3043,"tt0335345","movie","The Passion of the Christ",FALSE,2004,127,"Drama","nm0000154","Mel Gibson","actor,producer,director","tt0112573,tt0117438,tt0118883,tt0104714"
"Despicable Me 2","$83,517,315",3997,"tt13477156","tvEpisode","Despicable Me 2",FALSE,2016,NA,"Talk-Show","\N",NA,NA,NA
"Oppenheimer","$82,455,420",3610,"tt0078037","tvMiniSeries","Oppenheimer",FALSE,1980,420,"Biography,Drama,History","nm0204209","Barry Davis","director,writer","tt0078037,tt0343277,tt0176357,tt0080288"
"Monsters University","$82,429,469",4004,"tt1453405","movie","Monsters University",FALSE,2013,104,"Adventure,Animation,Comedy","nm0768959","Dan Scanlon","miscellaneous,producer,art_department","tt7146812,tt10298810,tt1453405,tt1437330"
"Black Widow","$80,366,312",4160,"tt0046791","movie","Black Widow",FALSE,1954,95,"Drama,Film-Noir,Mystery","nm0425913","Nunnally Johnson","writer,producer,director","tt0045029,tt0049474,tt0061578,tt0032551"
"Venom","$80,255,756",4250,"tt0084854","movie","Venom",FALSE,1981,93,"Horror,Thriller","nm0353592,nm0001361",NA,NA,NA
"Star Wars: Episode II - Attack of the Clones","$80,027,814",3161,"tt0121765","movie","Star Wars: Episode II - Attack of the Clones",FALSE,2002,142,"Action,Adventure,Fantasy","nm0000184","George Lucas","writer,producer,director","tt0069704,tt0066434,tt0076759,tt0082971"
"Oz the Great and Powerful","$79,110,453",3912,"tt1623205","movie","Oz the Great and Powerful",FALSE,2013,130,"Adventure,Family,Fantasy","nm0000600","Sam Raimi","producer,writer,actor","tt0083907,tt0106308,tt0145487,tt0099365"
"Harry Potter and the Half-Blood Prince","$77,835,727",4325,"tt0417741","movie","Harry Potter and the Half-Blood Prince",FALSE,2009,153,"Action,Adventure,Family","nm0946734","David Yates","director,producer,writer","tt1201607,tt0926084,tt0373889,tt0918940"
"I Am Legend","$77,211,321",3606,"tt0228413","video","I Am Legend",FALSE,1994,NA,"Biography,Documentary","nm0499253","Johnny Legend","actor,producer,director","tt0085979,tt0154013,tt0099180,tt0125664"
"Harry Potter and the Order of the Phoenix","$77,108,414",4285,"tt0373889","movie","Harry Potter and the Order of the Phoenix",FALSE,2007,138,"Action,Adventure,Family","nm0946734","David Yates","director,producer,writer","tt1201607,tt0926084,tt0373889,tt0918940"
"The Da Vinci Code","$77,073,388",3735,"tt0382625","movie","The Da Vinci Code",FALSE,2006,149,"Mystery,Thriller","nm0000165","Ron Howard","producer,actor,writer","tt0367279,tt0075213,tt0112384,tt0268978"
"Avatar","$77,025,481",3452,"tt0154182","movie","Avatar",FALSE,1941,NA,"Drama","nm0040892","Premankur Attorthy","director,writer,actor","tt0155217,tt0154715,tt0155143,tt0154224"
"Halloween","$76,221,545",3928,"tt0077651","movie","Halloween",FALSE,1978,91,"Horror,Thriller","nm0000118","John Carpenter","soundtrack,writer,music_department","tt0082340,tt0069945,tt0080749,tt0077651"
"Ant-Man and the Wasp","$75,812,205",4206,"tt11402446","tvEpisode","Ant-Man and the Wasp",FALSE,2019,NA,"Documentary,Short","\N",NA,NA,NA
"Shang-Chi and the Legend of the Ten Rings","$75,388,688",4300,"tt15314168","tvEpisode","Shang-Chi and the Legend of the Ten Rings",FALSE,2021,NA,"Talk-Show","\N",NA,NA,NA
"Star Trek","$75,204,289",3849,"tt0060028","tvSeries","Star Trek",FALSE,1966,50,"Action,Adventure,Sci-Fi","nm0200022,nm0678928,nm0784198,nm0568546,nm0852676,nm0909098,nm0125111,nm0159007,nm0524188,nm0652631,nm0326360,nm0202297,nm0018354,nm0229697,nm0366314,nm0671984,nm0765121,nm0817081,nm0321143,nm0568228,nm0627950,nm0641400,nm0259589,nm0464506,nm0494903,nm0625383,nm0325476,nm0448946",NA,NA,NA
"Zootopia","$75,063,401",3827,"tt12853176","tvEpisode","Zootopia",FALSE,2016,NA,"Talk-Show","\N",NA,NA,NA
"Fantastic Beasts and Where to Find Them","$74,403,387",4144,"tt3183660","movie","Fantastic Beasts and Where to Find Them",FALSE,2016,132,"Adventure,Family,Fantasy","nm0946734","David Yates","director,producer,writer","tt1201607,tt0926084,tt0373889,tt0918940"
"The Simpsons Movie","$74,036,787",3922,"tt0462538","movie","The Simpsons Movie",FALSE,2007,87,"Adventure,Animation,Comedy","nm0798899","David Silverman","producer,animation_department,director","tt0096697,tt0107978,tt0462538,tt0198781"
"John Wick: Chapter 4","$73,817,950",3855,"tt10366206","movie","John Wick: Chapter 4",FALSE,2023,169,"Action,Crime,Thriller","nm0821432","Chad Stahelski","stunts,producer,actor","tt0234215,tt2911666,tt10838180,tt10366206"
"The Hobbit: The Desolation of Smaug","$73,645,197",3903,"tt1170358","movie","The Hobbit: The Desolation of Smaug",FALSE,2013,161,"Adventure,Drama,Fantasy","nm0001392","Peter Jackson","producer,director,writer","tt0167261,tt0092610,tt0120737,tt0167260"
"Austin Powers in Goldmember","$73,071,188",3613,"tt0295178","movie","Austin Powers in Goldmember",FALSE,2002,94,"Action,Adventure,Comedy","nm0005366","Jay Roach","producer,director,writer","tt0109303,tt6394270,tt0118655,tt3203606"
"The Lord of the Rings: The Return of the King","$72,629,713",3703,"tt0167260","movie","The Lord of the Rings: The Return of the King",FALSE,2003,201,"Action,Adventure,Drama","nm0001392","Peter Jackson","producer,director,writer","tt0167261,tt0092610,tt0120737,tt0167260"
"Dawn of the Planet of the Apes","$72,611,427",3967,"tt12696760","tvEpisode","Dawn of the Planet of the Apes",FALSE,2015,NA,"Comedy,Talk-Show","nm6403671,nm3528138",NA,NA,NA
"Despicable Me 3","$72,434,025",4529,"tt11951714","tvEpisode","Despicable Me 3",FALSE,2018,6,"Animation,Reality-TV,Talk-Show","nm7829932","Mitchell Tansell","writer,actor,director","tt5628452,tt5619292,tt8263974,tt10415496"
"The Lost World: Jurassic Park","$72,132,785",3281,"tt0119567","movie","The Lost World: Jurassic Park",FALSE,1997,129,"Action,Adventure,Sci-Fi","nm0000229","Steven Spielberg","producer,writer,director","tt0108052,tt0082971,tt0083866,tt0120815"
"Sonic the Hedgehog 2","$72,105,176",4234,"tt0291491","videoGame","Sonic the Hedgehog 2",FALSE,1992,NA,"Action,Adventure,Family","nm1432743","Masaharu Yoshii","miscellaneous,director","tt0291492,tt0291489,tt0291491"
"Eternals","$71,297,219",4090,"tt1357396","short","Eternals",FALSE,2008,27,"Short","nm1341976","Harold Brodie","editor,writer,director","tt1357396,tt14517750,tt0358620,tt1003014"
"Us","$71,117,625",3741,"tt0103181","tvMovie","Us",FALSE,1991,93,"Drama","nm0001446","Michael Landon","actor,producer,writer","tt0087631,tt0086730,tt0071007,tt0052451"
"Fast & Furious","$70,950,500",3461,"tt1013752","movie","Fast & Furious",FALSE,2009,107,"Action,Crime,Thriller","nm0510912","Justin Lin","producer,director,writer","tt0280477,tt5433138,tt1905041,tt5433140"
"300","$70,885,301",3103,"tt0416449","movie","300",FALSE,2006,117,"Action,Drama","nm0811583","Zack Snyder","director,producer,writer","tt0409459,tt12361974,tt0416449,tt0451279"
"Shrek Forever After","$70,838,207",4359,"tt0892791","movie","Shrek Forever After",FALSE,2010,95,"Adventure,Animation,Comedy","nm0593610","Mike Mitchell","director,writer,actor","tt3513498,tt0892782,tt0194006,tt0892791"
"Transformers","$70,502,384",4011,"tt0376266","videoGame","Transformers",FALSE,2003,NA,"Action,Family,Fantasy","\N",NA,NA,NA
"The Incredibles","$70,467,623",3933,"tt0317705","movie","The Incredibles",FALSE,2004,115,"Action,Adventure,Animation","nm0083348","Brad Bird","miscellaneous,writer,director","tt0129167,tt0317705,tt3606756,tt0382932"
"Spectre","$70,403,148",3929,"tt0076745","tvMovie","Spectre",FALSE,1977,98,"Horror","nm0232795","Clive Donner","director,editor,editorial_department","tt0071938,tt0058164,tt0053496,tt0058415"
"Finding Nemo","$70,251,710",3374,"tt0266543","movie","Finding Nemo",FALSE,2003,100,"Adventure,Animation,Comedy","nm0004056,nm0881279",NA,NA,NA
"The Lorax","$70,217,070",3729,"tt0213065","tvMovie","The Lorax",FALSE,1972,25,"Animation,Drama,Family","nm0695462","Hawley Pratt","animation_department,director,writer","tt0053488,tt1607689,tt0060029,tt0063939"
"Star Trek Into Darkness","$70,165,559",3868,"tt12700136","tvEpisode","Star Trek Into Darkness",FALSE,2014,NA,"Comedy","\N",NA,NA,NA
"F9: The Fast Saga","$70,043,165",4179,"tt14870574","tvEpisode","F9: The Fast Saga",FALSE,2021,NA,"Talk-Show","\N",NA,NA,NA
"Twilight","$69,637,740",3419,"tt0002545","short","Twilight",FALSE,1912,NA,"Drama,Romance,Short","\N",NA,NA,NA
"Maleficent","$69,431,298",3948,"tt11032838","tvEpisode","Maleficent",FALSE,2019,NA,"Comedy","\N",NA,NA,NA
"The Bourne Ultimatum","$69,283,690",3660,"tt0440963","movie","The Bourne Ultimatum",FALSE,2007,115,"Action,Mystery,Thriller","nm0339030","Paul Greengrass","director,producer,writer","tt0440963,tt0475276,tt6878306,tt7280898"
"Pitch Perfect 2","$69,216,890",3473,"tt10641988","tvEpisode","Pitch Perfect 2",FALSE,2015,NA,"\N","\N",NA,NA,NA
"The Lego Movie","$69,050,279",3775,"tt10622828","tvEpisode","The Lego Movie",FALSE,2014,NA,"Documentary","nm6343752","Zenith DeGregorio","writer,director,producer","tt3243872,tt10509254,tt10509528,tt2195067"
"The Day After Tomorrow","$68,743,584",3425,"tt0319262","movie","The Day After Tomorrow",FALSE,2004,124,"Action,Adventure,Sci-Fi","nm0000386","Roland Emmerich","writer,producer,director","tt1628841,tt0120685,tt0116629,tt0319262"
"Planet of the Apes","$68,532,960",3500,"tt0063442","movie","Planet of the Apes",FALSE,1968,112,"Adventure,Sci-Fi","nm0769874","Franklin J. Schaffner","director,producer,actor","tt0063442,tt0047731,tt0077269,tt0066206"
"The Mummy Returns","$68,139,035",3401,"tt0209163","movie","The Mummy Returns",FALSE,2001,130,"Action,Adventure,Fantasy","nm0814085","Stephen Sommers","producer,writer,director","tt0120616,tt1046173,tt1767354,tt0118956"
"Up","$68,108,790",3766,"tt0088332","short","Up",FALSE,1985,14,"Short","nm0393914,nm0403174",NA,NA,NA
"Ice Age: The Meltdown","$68,033,544",3964,"tt0438097","movie","Ice Age: The Meltdown",FALSE,2006,91,"Adventure,Animation,Comedy","nm0757858","Carlos Saldanha","director,producer,writer","tt1436562,tt2357291,tt0268380,tt0438097"
"Bruce Almighty","$67,953,330",3483,"tt0315327","movie","Bruce Almighty",FALSE,2003,101,"Comedy,Fantasy","nm0001723","Tom Shadyac","producer,director,actor","tt0117218,tt0259288,tt1741225,tt0109040"
"Cinderella","$67,877,361",3845,"tt0000181","short","Cinderella",FALSE,1898,NA,"Fantasy,Short","nm0808310","George Albert Smith","director,cinematographer,producer","tt2152922,tt0000272,tt0327412,tt2148066"
"Aquaman","$67,873,522",4125,"tt0179647","tvShort","Aquaman",FALSE,1984,21,"Short","nm0458809,nm0268063",NA,NA,NA
"The Grinch","$67,572,855",4141,"tt0268343","videoGame","The Grinch",FALSE,2000,NA,"Action,Adventure,Fantasy","\N",NA,NA,NA
"Quantum of Solace","$67,528,882",3451,"tt0830515","movie","Quantum of Solace",FALSE,2008,106,"Action,Adventure,Mystery","nm0286975","Marc Forster","producer,director,writer","tt0419887,tt0816711,tt0308644,tt0285742"
"Rush Hour 2","$67,408,222",3118,"tt0266915","movie","Rush Hour 2",FALSE,2001,90,"Action,Comedy,Crime","nm0711840","Brett Ratner","producer,director,music_department","tt0120812,tt0376994,tt1267297,tt0289765"
"Fast X","$67,017,410",4046,"tt26293691","tvEpisode","Fast X",FALSE,2023,NA,"Comedy","nm2302136","Max Dionne","director,producer,editor","tt1186370,tt2610260,tt0389790,tt5096802"
